"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Synthesis of Different Autonomous Vehicles Test Approaches","Z. Huang; M. Arief; H. Lam; D. Zhao","Department of Industrial and Operations Engineering, University of Michigan, 1205 Beal Ave, MI, USA; Carnegie Mellon University, USA; Department of Industrial Engineering and Operations Research, Columbia University, 500W. 120th Street, NY, USA; Carnegie Mellon University, USA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2000","2005","Currently, the most prevalent way to evaluate an autonomous vehicle is to directly test it on the public road. However, because of recent accidents caused by autonomous vehicles, it becomes controversial about whether on-road tests should be the best approach. Alternatively, people use test tracks or simulation to assess the safety of autonomous vehicles. These approaches are time-efficient and less costly, however, their credibility varies. In this paper, we propose to use a co-Kriging model to synthesize the results from different evaluation approaches, which allows us to fully utilize the information and provides an accurate, affordable, and safe way to assess a design of an autonomous vehicle.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569672","","Data models;Response surface methodology;Autonomous vehicles;Safety;Numerical models;Testing;Random variables","road vehicles","on-road tests;test tracks;autonomous vehicle test approaches","","","19","","","","","IEEE","IEEE Conferences"
"C-ITS Safety Evaluation Methodology based on Cooperative Awareness Messages","M. Elhenawy; A. Bond; A. Rakotonirainy","Centre for Accident Research & Road Safety Queensland University of Technology, Brisbane, Australia; Centre for Accident Research & Road Safety Queensland University of Technology, Brisbane, Australia; Centre for Accident Research & Road Safety Queensland University of Technology, Brisbane, Australia","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2471","2477","Cooperative Intelligent Transportation Systems (C-ITS) are being deployed in several cities around the world. Evaluation of their safety benefits in Field Operational Tests (FOT) is needed to demonstrate its benefits and build public awareness and uptake. The result of the evaluation can tell us if the C-ITS algorithms that trigger the safety events, and consequently the Human-Machine Interface (HMI) messages, are appropriately fine-tuned to induce the expected driver behavior change formulated as hypothesis. In this paper we will introduce the safety hypotheses for seven driver safety use cases being deployed by the Queensland Department of Transport and Main Roads in the Ipswich Connected Vehicle Pilot in Australia. The safety performance indicators to test these hypotheses will be introduced as well. The main challenge in evaluating the safety benefits is only using the information collected from C-ITS units without augmentation from any other sensors. To validate data collection, we ran an experiment at the Mt Cotton training facility close to Brisbane and collected Cooperative Awareness Message (CAM) messages to analyze them and check whether the speed and acceleration information extracted from them is accurate enough to detect change in speed and braking. The analysis results show that we can detect the change in speed, but the acceleration/braking pattern is very noisy and needs careful manipulation to retrieve the braking behavior.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569417","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569417","C-ITS;CAM;safety hypotheses;performance indicators","Roads;Vehicles;Safety;TV;Computer crashes;Acceleration;Australia","braking;driver information systems;human computer interaction;intelligent transportation systems;road safety;road traffic;road vehicles","public awareness;safety performance indicators;cooperative intelligent transportation systems;field operational tests;driver behavior;driver safety;cooperative awareness messages;C-ITS safety evaluation methodology;human-machine interface messages;Australia;braking behavior","","","15","","","","","IEEE","IEEE Conferences"
"Effectiveness of different incentive models in free-floating carsharing systems: A case study in Milan","K. Lippoldt; T. Niels; K. Bogenberger","Institute for Intelligent Transportation Systems, Bundeswehr University, Munich, Neubiberg, Germany; Institute for Intelligent Transportation Systems, Bundeswehr University, Munich, Neubiberg, Germany; Institute for Intelligent Transportation Systems, Bundeswehr University, Munich, Neubiberg, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1179","1185","In recent years, carsharing and especially free-floating carsharing (FFCS) concepts have gained popularity, especially in urban areas. In FFCS systems, customers can pick up and drop off vehicles anywhere in a defined business area. While these systems offer a maximum level of flexibility for the customer, the operator is confronted with spatiotemporal demand asymmetries. In order to offer a reliable mobility product, the operator has to assure a certain level of availability by relocating vehicles. As relocations are associated with costs, the FFCS operator has introduced a special incentive system in Milan. The operating area is two-stage, i.e. it consists of a central business area and a peripheral business area. As the peripheral area is less attractive, the operator offers a bonus minute incentive for cars picked up in the peripheral area and returned in the central area. The second incentive (reduced rates) has no restrictions on where to return the vehicle. The goal of this study is to evaluate and compare the effectiveness of the two different incentives regarding the potential to substitute operator-based transfers. To this end, we analyzed more than 600,000 app calls and more than 80,000 rentals. First, we partitioned the operating area into zones to evaluate their attractiveness. In a second step, the success of the different offer types was assessed by analyzing the influence of incentives on the idle times and comparing the vehicle distribution before and after the rental. As a result, we can confirm that the vehicle distribution is improved which means that customers can be influenced to return a car in a predefined area. The idle time after an incentive is placed is significantly lower than the average idle time in the peripheral area. A definite price sensitivity of the customers cannot be stated with the examined data.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569242","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569242","free-floating carsharing;user-based relocation;fleet-rebalancing with incentives","Business;Automobiles;Graphical models;Distribution functions;Urban areas;Spatiotemporal phenomena","automobiles;incentive schemes;mobile computing;rental;spatiotemporal phenomena;traffic engineering computing","Milan;free-floating carsharing concepts;FFCS systems;spatiotemporal demand asymmetries;reliable mobility product;special incentive system;central business area;peripheral business area;bonus minute incentive;operator-based transfers;vehicle distribution","","","14","","","","","IEEE","IEEE Conferences"
"Automatic Traffic Light to Ego Vehicle Lane Association at Complex Intersections","T. Langenberg; F. Wörgötter","Daimler AG, Research and Development, Sindelfingen, 71063, Germany; Georg-August University, Institute for Informatics, Göttingen, 37077, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1350","1357","We introduce an approach that enables associating all relevant traffic lights to the ego vehicle lane at complex intersection scenarios. To achieve this, we use a combination of image data and traffic light metadata. First, we prepare the input image data that consists of a partly Inverse Perspective Mapping (IPM) for the road and highlight traffic light metadata information like position and colour in the image. Next, we train with the input data a common Convolutional Neural Network (CNN) topology on a target regression vector. This vector contains the column positions of all relevant traffic lights in the image. Finally, we perform two post-processing steps that improve single traffic light results. Results on average yield an accuracy of 86.40%. In the near field, accuracy improves to 93.88%. Moreover, we carry out a subjective test, where humans are presented with the same images as processed by the CNN. This defines a reliable baseline for detailed comparisons against our results. In sum, our approach and the subjective test achieve similar results on average. In detail, the subjective test reaches more accuracy for highly complex intersection scenarios. However, it has less accuracy for distances between 25 m to 50 m to the stop line than the proposed approach.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569421","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569421","","Cameras;Image color analysis;Metadata;Training;Roads;Convolutional neural networks;Topology","feedforward neural nets;learning (artificial intelligence);object detection;regression analysis;road traffic;road vehicles;traffic engineering computing","automatic traffic light;ego vehicle lane association;complex intersections;relevant traffic lights;input image data;target regression vector;single traffic light results;subjective test;highly complex intersection scenarios;inverse perspective mapping;common convolutional neural network topology;traffic light metadata information","","1","16","","","","","IEEE","IEEE Conferences"
"Estimating the Scene-wise Reliability of LiDAR Pedestrian Detectors","H. Kyutoku; Y. Kawanishi; D. Deguchi; I. Ide; K. Kato; H. Murase","Graduate School of Informatics, Nagoya University, Nagoya, Aichi, Japan; Graduate School of Informatics, Nagoya University, Nagoya, Aichi, Japan; Information Strategy Office, Information & Communications, Nagoya University, Nagoya, Aichi, Japan; Graduate School of Informatics, Nagoya University, Nagoya, Aichi, Japan; DENSO CORPORATION, Kariya, Aichi, Japan; Graduate School of Informatics, Nagoya University, Nagoya, Aichi, Japan","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3511","3516","Nowadays, development of driving support systems and autonomous driving systems have become active. Pedestrian detection from in-vehicle sensors is one of the most important technologies for these systems. However, outputs of pedestrian detectors can not be fully trusted in real environments. Therefore, we propose an estimation system of pedestrian detector's reliabilities for a given scene. This paper proposes a scene-wise reliability calculation method for LiDAR-based detectors, and a construction method for their estimators. Here, the problem is how we can define the reliability. The proposed method defines the reliability considering oversights as the strictest threshold without oversights. Meanwhile, it defines the reliability considering false detections as the loosest threshold without false detections. Experimental results showed that the proposed method could properly represent the reliability of a given scene, and estimate their reliability.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569994","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569994","","Reliability;Detectors;Feature extraction;Laser radar;Measurement;Estimation;Histograms","driver information systems;object detection;optical radar;pedestrians;reliability;road vehicles","autonomous driving systems;pedestrian detection;in-vehicle sensors;estimation system;pedestrian detector;scene-wise reliability calculation method;LiDAR-based detectors;construction method;estimators;false detections;LiDAR pedestrian detectors;support systems","","","13","","","","","IEEE","IEEE Conferences"
"A New System Diagnostic Method for Powertrain of Automated Electric Vehicles","T. Shen; A. Kilic; H. Reuss","Robert Bosch GmbH, Corporate Sector Research and Advance Engineering, Renningen, Germany; Robert Bosch GmbH, Corporate Sector Research and Advance Engineering, Renningen, Germany; Institute of Internal Combustion Engines and Automotive Engineering, University of Stuttgart, Stuttgart, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","313","320","To enhance the reliability of the powertrain system of automated vehicles, a diagnostic concept to detect various sensor faults is presented in this paper. By analyzing the signals of existing sensors in the vehicle and using a physical model of a powertrain system, the analytic redundancy relations between signals are derived. Based on the structural system analysis theory, eleven residuals are designed in this paper to detect and isolate various sensor faults in the powertrain system, e.g. voltage, current and position sensors. The proposed method has been implemented and simulated in Matlab/Simulink. As a result, the analyzed sensor faults can be detected successfully. This new method shows good robustness against measurement tolerance and model uncertainty.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569739","","Mechanical power transmission;Batteries;Mathematical model;Circuit faults;Electric vehicles;Inverters;Reliability","electric vehicles;fault diagnosis;power transmission (mechanical);redundancy;sensors","system diagnostic method;automated electric vehicles;powertrain system;structural system analysis theory;fault detection;Matlab;Simulink","","","29","","","","","IEEE","IEEE Conferences"
"Ubiquitous Sensing for Enhanced Road Situational Awareness: A Target-Tracking Approach","V. Garg; T. Wickramarathne","Department of Electrical and Computer Engineering, University of Massachusetts, Lowell, Lowell, MA, 01854, USA; Department of Electrical and Computer Engineering, University of Massachusetts, Lowell, Lowell, MA, 01854, USA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","831","836","Situational awareness on road networks, defined with respect to perception of adverse road conditions (e.g., potholes) in addition to motorists, pedestrians and other artifacts that are crucial to enabling autonomous driving functionality, is a critical requirement for a multitude of applications in intelligent transportation systems where an increasing number of autonomous vehicles are expected to be present. For instance, ride comfort, which is adversely affected by road anomalies, is a much more pronounced concern for autonomous vehicles where humans are driven (most likely as a paid service) compared to traditional automobiles (being driven by humans). Towards developing efficient and cost-effective solutions for generating timely road situational awareness data, this paper describes a target-tracking formulation that exploits ubiquitous sensing and processing capabilities in modern automobiles. The problem formulation presented in this paper is fundamentally different to the traditional target tracking as voluntarily participating motor-vehicles are used as mobile sensors for detection and tracking in comparison to sensors that actively detect and track targets. A simplified example on initial detection and tracking the evolution of potholes is utilized for illustration of the proposed concept.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569918","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569918","","Target tracking;Roads;Radar tracking;Sensor phenomena and characterization;Task analysis;Sensor systems","automobiles;intelligent transportation systems;object detection;road safety;target tracking;traffic engineering computing","autonomous vehicles;target-tracking formulation;enhanced road situational awareness;road networks;adverse road conditions;autonomous driving functionality;intelligent transportation systems;mobile sensors;motor-vehicles;ubiquitous sensing;situational awareness","","","23","","","","","IEEE","IEEE Conferences"
"Benefits of Multi-Destination Travel Planning for Electric Vehicles","M. Cuchý; M. Štolba; M. Jakob","Faculty of Electrical Engineering, Czech Technical University in Prague, Artificial Intelligence Center, Czech Republic; Faculty of Electrical Engineering, Czech Technical University in Prague, Artificial Intelligence Center, Czech Republic; Faculty of Electrical Engineering, Czech Technical University in Prague, Artificial Intelligence Center, Czech Republic","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","327","332","A major challenge for large-scale deployment of electrical vehicles (EVs) is charging. In general, the number of EVs that can be charged can be increased either by physically expanding charging capacity or by better exploiting existing charging capacity. In this paper, we focus on the latter, exploring how advanced EV travel planning systems can be used to better align where and when EV charging happens with where and when charging capacity is available. Our novel travel planner enables EV users to plan their trips and EV charging in a way that meets their needs yet reflects charging availability. The core innovation of our approach is that we take a broader, multidestination perspective to EV travel planning -- this gives our planning system more flexibility and scope for deciding when and where charging should happen and, consequently, enables a better alignment between the need for charging implied by the EV travel and the availability of charging. We evaluate our approach on an agent-based simulation of several medium-scale scenarios based on real-world data. The results confirm the benefits of our multi-destination approach, especially in scenarios in which charging service providers support upfront booking of charging slots.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569385","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569385","","Planning;Charging stations;Shortest path problem;Navigation;State of charge;Electric vehicle charging","electric vehicle charging","advanced EV travel planning systems;electrical vehicles;multidestination travel planning;charging slots;charging service providers;multidestination approach;EV charging;EV users","","","11","","","","","IEEE","IEEE Conferences"
"Multi-objective Cooperative Scheduling of CAVs at Non-Signalized Intersection","X. Zhao; J. Wang; Y. Chen; G. Yin","School of Mechanical Engineering, Southeast University, Nanjing, 211189, China; School of Mechanical Engineering, Southeast University, Nanjing, 211189, China; AECOM, 27777Franklin Road, Suite 2000, Southfield, MI, 48034, USA; School of Mechanical Engineering, Southeast University, Nanjing, 211189, China","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3314","3319","The cooperative scheduling problem of connected and automated vehicles(CAVs) at the non-signalized intersection is investigated in this paper. The mathematical model of the intersection is formulated with the hierarchical layout. Based on this model, an analytical control algorithm based on Pontryagin's minimum principle (PMP) is proposed for each CAV to solve the problem of multi-objective optimization considering the multi-constraints of the vehicle. In particular, the priorities of the optimization objectives are in this order: 1)guaranteeing vehicle safety, 2)alleviating traffic congestion, and 3)improving performance of fuel consumption or ride comfort. Low computational cost of the proposed algorithm guarantees that the algorithm with consideration of vehicle constraints can obtain the optimal solution quickly and steadily. Simulation results of high-speed CAVs traveling in the intersection area verify that the proposed algorithm is capable of achieving cooperative scheduling of CAVs at the non-Signalized intersection.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569922","","Safety;Acceleration;Fuels;Optimization;Mathematical model;Layout;Roads","computational complexity;maximum principle;mobile robots;optimisation;road safety;road traffic control;road vehicles;scheduling","CAV;nonsignalized intersection;mathematical model;analytical control algorithm;multiobjective optimization;vehicle constraints;connected and automated vehicles;multiobjective cooperative scheduling;Pontryagins minimum principle;PMP;vehicle safety;traffic congestion alleviation;fuel consumption;ride comfort;computational cost","","","16","","","","","IEEE","IEEE Conferences"
"Empirical MFDs using Google Traffic Data","V. L. Knoop; P. B. C. van Erp; L. Leclercq; S. P. Hoogendoorn","Transport & Planning, TU Delft, Delft, the Netherlands; Transport & Planning, TU Delft, Delft, the Netherlands; LICIT, ENTPE, IFSTTAR, Univ. of Lyon, Lyon, France; Transport & Planning, TU Delft, Delft, the Netherlands","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3832","3839","The Macroscopic Fundamental Diagram (MFD) describes the relation between accumulation and speed in a zone. While theoretically expected, empirical validations have been done with limited numbers of floating car (e.g., taxi) data, and loop detectors. This paper will verify existence, shape and crispness of the MFD using Floating Car Data (FCD) from Google. Due to the large amount of users (i.e., high penetration rate), this unique data-set contains traffic information with a high spatial resolution, a high spatial scope and high reliability. We use the data for 3 purposes. First, an MFD for the city of Amsterdam is constructed, revealing a strong relationship between the average density and the average flow. It also shows that the urban road network never reaches its capacity. Secondly, inhomogeneity is analysed. Traffic is well spread over the network, hence inhomogeneity is low. Moreover, if present, the inhomogeneity has only a minor effect on the flow. Also traffic in different directions is homogeneous. Thirdly, for the first time, an MFD is created for a whole country, which turned out to be very crisp as well. This suggests that small areas or a directional split are not needed to create crisp MFDs. That, in turn, implies that a crisp MFD is not a sufficient condition to apply control without considering internal dynamics.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8570005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8570005","Traffic flow;macroscopic fundamental diagram;urban traffic;traffic congestion;traffic dynamics","Roads;Google;Urban areas;Detectors;Traffic control;Automobiles;Nonhomogeneous media","data handling;Internet;road traffic;traffic information systems","traffic information;urban road network;MFD;floating car data;Amsterdam;Macroscopic Fundamental Diagram;Google traffic Data","","","25","","","","","IEEE","IEEE Conferences"
"An Efficient Multi-sensor Fusion Approach for Object Detection in Maritime Environments","M. Haghbayan; F. Farahnakian; J. Poikonen; M. Laurinen; P. Nevalainen; J. Plosila; J. Heikkonen","Department of Future Technologies, University of Turku, Turku, Finland; Department of Future Technologies, University of Turku, Turku, Finland; Department of Future Technologies, University of Turku, Turku, Finland; Rolls-Royce Oy Ab, Rauma, Finland; Department of Future Technologies, University of Turku, Turku, Finland; Department of Future Technologies, University of Turku, Turku, Finland; Department of Future Technologies, University of Turku, Turku, Finland","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2163","2170","Robust real-time object detection and tracking are challenging problems in autonomous transportation systems due to operation of algorithms in inherently uncertain and dynamic environments and rapid movement of objects. Therefore, tracking and detection algorithms must cooperate with each other to achieve smooth tracking of detected objects that later can be used by the navigation system. In this paper, we first present an efficient multi-sensor fusion approach based on the probabilistic data association method in order to achieve accurate object detection and tracking results. The proposed approach fuses the detection results obtained independently from four main sensors: radar, LiDAR, RGB camera and infrared camera. It generates object region proposals based on the fused detection result. Then, a Convolutional Neural Network (CNN) approach is used to identify the object categories within these regions. The CNN is trained on a real dataset from different ferry driving scenarios. The experimental results of tracking and classification on real datasets show that the proposed approach provides reliable object detection and classification results in maritime environments.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569890","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569890","autonomous vessel;object detection;multi-sensor fusion;region proposals;convolutional neural networks;maritime environment","Object detection;Sensor fusion;Cameras;Feature extraction;Radar;Proposals","neural nets;object detection;object tracking;probability;sensor fusion","object region proposals;fused detection result;Convolutional Neural Network approach;accurate object detection;probabilistic data association method;navigation system;smooth tracking;detection algorithms;dynamic environments;autonomous transportation systems;robust real-time object detection;efficient multisensor fusion approach;maritime environments;reliable object detection;object categories","","","25","","","","","IEEE","IEEE Conferences"
"Curve Speed Model Considering Coupled Effect Vehicle and Road for Preventions of Rollover and Sideslip","D. Chu; J. Yang; L. Lu; Y. He; C. Wu; C. Zhang","Intelligent Transportation Systems Research Center, Wuhan University of Technology, Wuhan, 430063, China; Intelligent Transportation Systems Research Center, Wuhan University of Technology, Wuhan, 430063, China; School of Computer Science and Technology, Wuhan University of Technology, Wuhan, 430063, China; Intelligent Transportation Systems Research Center, Wuhan University of Technology, Wuhan, 430063, China; Intelligent Transportation Systems Research Center, Wuhan University of Technology, Wuhan, 430063, China; Intelligent Transportation Systems Research Center, Wuhan University of Technology, Wuhan, 430063, China","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1358","1363","Appropriate speed selection in curve roads is the key of traffic safety during the vehicle's cornering. Lateral instability induced sideslip and rollover are the two main accident forms in curves. However, there's still lack of analyzing sufficient factors that influence curve speed selection currently. In this paper, we combine factors related to vehicle and road states, i.e., the vehicle's lateral load transfer, suspension deflection, and curve geographic features, etc. Therefore, an curve speed model based on analyzing the vehicle-road coupling effect for vehicle sideslip and rollover is proposed. Using simulation analysis, the result shows that the average error of the critical speed selected by the proposed model and that by trail and error is 1.55%. By comparing with typical existing models, the curve speed selected by the proposed model is in the range of those selected by others. Specifically, only the proposed model can reveal rollover risk caused by high speed selection in the curve whose surface adhesion coefficient goes above 0.74.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569277","","Roads;Vehicles;Tires;Accidents;Load modeling","adhesion;road accidents;road safety;road vehicles;suspensions (mechanical components);vehicle dynamics","curve geographic features;curve speed model;vehicle-road coupling effect;vehicle sideslip;rollover risk preventions;traffic safety;suspension deflection;vehicle lateral load transfer;simulation analysis;surface adhesion coefficient","","","20","","","","","IEEE","IEEE Conferences"
"Increasing Accuracy in Train Localization Exploiting Track-Geometry Constraints","H. Winter; V. Willert; J. Adamy","Control Methods and Robotics, TU Darmstadt, Germany; Control Methods and Robotics, TU Darmstadt, Germany; Control Methods and Robotics, TU Darmstadt, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1572","1579","Train-borne localization systems as a key component of future signalling systems are expected to offer huge economic and operational advances for the railway transportation sector. However, the reliable provision of a track-selective and constantly available location information is still unsolved and prevents the introduction of such systems so far. A contribution to overcome this issue is presented here. We show a recursive multistage filtering approach with an increased cross-track positioning accuracy, which is decisive to ensure track-selectivity. This is achieved by exploiting track-geometry constraints known in advance, as there are strict rules for the construction of railway tracks. Additionally, compact geometric track-maps can be extracted during the filtering process which are beneficial for existing train localization approaches. The filter was derived applying approximate Bayesian inference. The geometry constraints are directly incorporated in the filter design, utilizing an interacting multiple model (IMM) filter and extended Kalman filters (EKF). Throughout simulations the performance of the filter is analyzed and discussed thereafter.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569456","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569456","","Geometry;Rail transportation;Hidden Markov models;Tracking;Bayes methods;Global navigation satellite system;Reliability","Bayes methods;Kalman filters;nonlinear filters;position measurement;railway engineering;railway safety;target tracking","recursive multistage filtering approach;track-selectivity;railway tracks;compact geometric track-maps;filtering process;filter design;interacting multiple model filter;Kalman filters;train-borne localization systems;railway transportation sector;train localization;track-selective information;cross-track positioning accuracy;track-geometry constraints","","","22","","","","","IEEE","IEEE Conferences"
"Robust Deep Reinforcement Learning for Security and Safety in Autonomous Vehicle Systems","A. Ferdowsi; U. Challita; W. Saad; N. B. Mandayam","Wireless@VT, Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA; Ericsson Research, Stockholm, Sweden; Wireless@VT, Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA; WINLAB, Dept. of ECE, Rutgers University, New Brunswick, NJ, USA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","307","312","The dependence of autonomous vehicles (AVs) on sensors and communication links exposes them to cyber-physical (CP) attacks by adversaries that seek to take control of the AVs by manipulating their data. In this paper, the state estimation process for monitoring AV dynamics, in presence of CP attacks, is analyzed and a novel adversarial deep reinforcement learning (RL) algorithm is proposed to maximize the robustness of AV dynamics control to CP attacks. The attacker's action and the AV's reaction to CP attacks are studied in a game-theoretic framework. In the formulated game, the attacker seeks to inject faulty data to AV sensor readings so as to manipulate the inter-vehicle optimal safe spacing and potentially increase the risk of AV accidents or reduce the vehicle flow on the roads. Meanwhile, the AV, acting as a defender, seeks to minimize the deviations of spacing so as to ensure robustness to the attacker's actions. Since the AV has no information about the attacker's action and due to the infinite possibilities for data value manipulations, each player uses long short term memory (LSTM) blocks to learn the expected spacing deviation resulting from its own action and feeds this deviation to a reinforcement learning (RL) algorithm. Then, the attacker's RL algorithm chooses the action which maximizes the spacing deviation, while the AV's RL algorithm seeks to find the optimal action that minimizes such deviation. Simulation results show that the proposed adversarial deep RL algorithm can improve the robustness of the AV dynamics control as it minimizes the intra-AV spacing deviation.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569635","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569635","","Sensors;Heuristic algorithms;Security;Vehicle dynamics;Robustness;Cameras;Radar","control engineering computing;game theory;learning (artificial intelligence);mobile robots;neural nets;safety;security of data;state estimation","data value manipulations;adversarial deep RL algorithm;AV dynamics control;intra-AV spacing deviation;autonomous vehicle systems;cyber-physical attacks;CP attacks;game-theoretic framework;AV sensor readings;inter-vehicle optimal safe spacing;AV accidents;adversarial deep reinforcement learning algorithm;state estimation process;long short term memory;LSTM blocks","","","24","","","","","IEEE","IEEE Conferences"
"Towards Safe Autonomous Driving: Capture Uncertainty in the Deep Neural Network For Lidar 3D Vehicle Detection","D. Feng; L. Rosenbaum; K. Dietmayer","Robert Bosch GmbH, Corporate Research, Driver Assistance Systems and Automated Driving, Renningen, 71272, Germany; Robert Bosch GmbH, Corporate Research, Driver Assistance Systems and Automated Driving, Renningen, 71272, Germany; Institute of Measurement, Control and Microtechnology, Ulm University, Ulm, 89081, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3266","3273","To assure that an autonomous car is driving safely on public roads, its object detection module should not only work correctly, but show its prediction confidence as well. Previous object detectors driven by deep learning do not explicitly model uncertainties in the neural network. We tackle with this problem by presenting practical methods to capture uncertainties in a 3D vehicle detector for Lidar point clouds. The proposed probabilistic detector represents reliable epistemic uncertainty and aleatoric uncertainty in classification and localization tasks. Experimental results show that the epistemic uncertainty is related to the detection accuracy, whereas the aleatoric uncertainty is influenced by vehicle distance and occlusion. The results also show that we can improve the detection performance by 1%-5% by modeling the aleatoric uncertainty.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569814","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569814","","Uncertainty;Three-dimensional displays;Laser radar;Object detection;Proposals;Neural networks;Detectors","automobiles;control engineering computing;learning (artificial intelligence);mobile robots;neural nets;object detection;optical radar;road safety;traffic engineering computing","capture uncertainty;deep neural network;Lidar 3D vehicle detection;autonomous car;public roads;object detection module;prediction confidence;deep learning;3D vehicle detector;Lidar point clouds;probabilistic detector;reliable epistemic uncertainty;aleatoric uncertainty;detection accuracy;vehicle distance;occlusion;detection performance;safe autonomous driving;object detectors","","1","33","","","","","IEEE","IEEE Conferences"
