"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Vector representation of machine instructions for vulnerability assessment of digital infrastructure components","R. Demidov; A. Pechenkin","Saint-Petersburg State Polytechnic University, Saint-Petersburg, Russia; Saint-Petersburg State Polytechnic University, Saint-Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","835","840","A vulnerability of digital infrastructure elements is one of the most important issues in a cyber-physical systems security area. In this article, the authors propose an approach to the construction of distributed vector representations of machine instructions. This can be used in solving the issue of automatic vulnerability detection. The approach is based on the transfer learning and emulates the third-party effects of code to build expressive training datasets. Vector representations of individual instructions are implicitly obtained by training the neural network on the dataset.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390815","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390815","deep learning;vector representations;vulnerability assessment;neural networks","Machine learning;Neural networks;Training;Visualization","cyber-physical systems;instruction sets;learning (artificial intelligence);neural nets;security of data","vulnerability assessment;digital infrastructure components;digital infrastructure elements;cyber-physical systems security area;distributed vector representations;automatic vulnerability detection;machine instructions vector representation;transfer learning;neural network training","","","29","","","","","IEEE","IEEE Conferences"
"An approach for implementing key performance indicators of a discrete manufacturing simulator based on the ISO 22400 standard","U. Muhammad; B. R. Ferrer; W. M. Mohammed; J. L. M. Lastra","FAST-Laboratory, Tampere University of Technology, PO Box 600, 33101 Tampere; FAST-Laboratory, Tampere University of Technology, PO Box 600, 33101 Tampere; FAST-Laboratory, Tampere University of Technology, PO Box 600, 33101 Tampere; FAST-Laboratory, Tampere University of Technology, PO Box 600, 33101 Tampere","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","629","636","Performance measurement tools and techniques have become very significant in today's industries for increasing the efficiency of their processes in order to face the competitive market. The first step towards performance measurement is the real-time monitoring and gathering of the data from the manufacturing system. Applying these performance measurement techniques on real-world industry in a way that is more general and efficient is the next challenge. This paper presents a methodology for implementing the key performance indicators defined in the ISO 22400 standard-Automation systems and integration, Key performance indicators (KPIs) for manufacturing operations management. The proposed methodology is implemented on a multi robot line simulator for measuring its performance at runtime. The approach implements a knowledge-based system within an ontology model which describes the environment, the system and the KPIs. In fact, the KPIs semantic descriptions are based on the data models presented in the Key Performance Indicators Markup Language (KPIML), which is an XML implementation of models developed by the Manufacturing Enterprise Solutions Association (MESA) international organization.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390779","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390779","key performance indicators;ISO 22400 standard;manufacturing systems;knowledge-based system;ontology","Manufacturing;Production;ISO Standards;Industries;Ontologies;Standards organizations","data models;ISO standards;knowledge based systems;manufacturing data processing;manufacturing systems;ontologies (artificial intelligence);production engineering computing;real-time systems;XML","discrete manufacturing simulator;ISO 22400 standard;real-time monitoring;manufacturing system;performance measurement techniques;automation systems;multi robot line simulator;knowledge-based system;ontology model;key performance indicators markup language;manufacturing enterprise solutions association;data models;XML implementation","","","30","","","","","IEEE","IEEE Conferences"
"Semantical support for a CPS data marketplace to prepare Big Data analytics in smart manufacturing environments","K. Nagorny; S. Scholze; M. Ruhl; A. W. Colombo","Institut für angewandte Systemtechnik Bremen GmbH, Bremen, Germany; Institut für angewandte Systemtechnik Bremen GmbH, Bremen, Germany; Institute for Industrial Informatics, Automation and Robotics of the University of Applied Sciences Emden/Leer, Emden, Germany; Institute for Industrial Informatics, Automation and Robotics of the University of Applied Sciences Emden/Leer, Emden, Germany","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","206","211","(Big) Data analysis techniques are able to mine hidden correlations in data sets and/or data streams. Based on identified correlations, a causality analysis can generate new knowledge about happenings in a digitalised environment such as in smart manufacturing systems. Such knowledge can be suitable for further exploitation e.g. in system observation, diagnosis or optimization. However - in general, (Big) Data analysis of complex systems needs highly trained data scientists and application domain experts to define objectives and to perform the analysis of the data (streams). One research objective in smart manufacturing is the unification and provision of semantical meta data which describe structures, abilities, specifications, life-cycle information, etc. of a cyber-physical system (CPS), enrichable with dynamic context information (as the current location of a mobile CPS). This work describes an approach to use such meta-data and (dynamic) context data to support the data preparation phase (search, filter, select and prepare data (streams)) through a semantical supported CPS Data Marketplace.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387660","Big Data;Data Marketplace;Data Broker;Data Analysis;Cyber-physical Systems;Semantics;Smart Manufacturing","Big Data;Smart manufacturing;IEC Standards;Semantics;Data analysis;Context modeling","Big Data;data analysis;data mining;manufacturing systems;meta data;production engineering computing","(Big) Data analysis techniques;hidden correlations;data sets;data streams;causality analysis;smart manufacturing systems;system observation;complex systems;data scientists;semantical meta data;cyber-physical system;meta-data;context data;data preparation phase;semantical supported CPS Data Marketplace;semantical support;Big Data analytics;smart manufacturing environments","","3","34","","","","","IEEE","IEEE Conferences"
"Optimization of analytical inverse kinematic solution for redundant manipulators using GA-PSO algorithm","Z. Zeng; Z. Chen; G. Shu; Q. Chen","Tongji University, Shanghai, China; Tongji University, Shanghai, China; Yungtay Elevator Equipment CO. LTD., Shanghai, China; Tongji University, Shanghai, China","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","446","451","Redundant manipulators are becoming widely used in many fields. However, it is difficult to compute the analytical inverse kinematic solution and get the optimal one from infinite number of solutions. This paper uses the joint parameterization technique to derive the analytical inverse kinematic solution of a seven degrees of freedom(7-DOF) manipulator. Then GA-PSO algorithm is introduced to get the optimal solution that can avoid the joint limits. The proposed method can be applied to any type of redundant manipulators and can get the optimal solution for different demands. Full algorithm and procedure has been given in this paper. The simulation results show that the proposed algorithm is available and low computation cost.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390746","Inverse kinematics;redundant manipulator;joint parameterization;GA-PSO","Kinematics;Manipulators;Redundancy;Genetic algorithms;Optimization;Closed-form solutions;Elbow","genetic algorithms;manipulator kinematics;particle swarm optimisation;redundant manipulators","GA-PSO algorithm;redundant manipulators;inverse kinematic solution;optimization","","","11","","","","","IEEE","IEEE Conferences"
"Trajectory control without velocity measure under influence of disturbances","J. Wang; A. Y. Krasnov; S. A. Chepinskiy; H. Liu; Y. Chen; K. A. Artemov","School of Automation, Hangzhou Dianzi University, Hangzhou, P.R. China; Dept. of Control Systems and Informatics, ITMO University, Saint-Petersburg, Russia; Dept. of Control Systems and Informatics, ITMO University, Saint-Petersburg, Russia; Dept. of Control Systems and Informatics, ITMO University, Saint-Petersburg, Russia; Dept. of Control Systems and Informatics, ITMO University, Saint-Petersburg, Russia; Dept. of Control Systems and Informatics, ITMO University, Saint-Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","470","475","The paper describes an approach to the development of the trajectory control for a mobile robot in presence of bounded unmeasurable disturbance without velocity measuring. Desired trajectory of motion is represented by smooth implicit function. Trajectory control problem is posed as a problem of maintaining the holonomic relationships between the system outputs. Control laws is synthesized using the differential geometrical method through non-linear transformation of initial dynamic model. The main results presented are the non-linear control algorithms and experimental approbation result.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390750","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390750","trajectory;disturbance;coordinate transformation;stabilisation of sets","Trajectory;Mobile robots;Task analysis;Velocity measurement;Informatics;Aerospace electronics","control system synthesis;differential geometry;mobile robots;nonlinear control systems;trajectory control","bounded unmeasurable disturbance;smooth implicit function;trajectory control problem;nonlinear control algorithms;velocity measure;mobile robot;holonomic relationship;differential geometrical method;nonlinear transformation","","","28","","","","","IEEE","IEEE Conferences"
"Security and safety risk analysis of vision guided autonomous vehicles","S. Plosz; P. Varga","Dept. of Telecommunications and Media Informatics, Budapest University of Technology and Economics, 2 Magyar Tudósok krt., Budapest, Hungary, H-1117; Dept. of Telecommunications and Media Informatics, Budapest University of Technology and Economics, 2 Magyar Tudósok krt., Budapest, Hungary, H-1117","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","193","198","Vision guided autonomous vehicles, such as autonomous ground vehicles (AGV) and unmanned aerial vehicles (UAV), as well as various generations of self-diving cars are gaining popularity. These pose safety threats when operating close to humans - both in every day life, and in industrial environments. Some of these devices are already operate as cyber-physical systems, hence both their security and safety issues must be tackled. Before analyzing the safety and security risks related to visual guided autonomous vehicles, their main operating principles are surveyed in this paper, in order to support deeper understanding of the possible threats. The security and safety analysis are applied to all four layers of Internet of Things (IoT) architectures. These include sensors and actuators; communication; data processing, and the applications layer. Our study is carried out by using the method and proforma for Threat, Vulnerability, Risk Analysis (TVRA) by ETSI.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387658","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387658","","Navigation;Security;Visualization;Feature extraction;Safety;Sensors;Three-dimensional displays","actuators;automatic guided vehicles;autonomous aerial vehicles;cyber-physical systems;Internet of Things;mobile robots;risk analysis;robot vision;safety;security of data;sensors","safety risk analysis;vision guided autonomous vehicles;autonomous ground vehicles;unmanned aerial vehicles;self-diving cars;cyber-physical systems;security risks analysis;AGV;UAV;Internet of Things architectures;IoT architectures;sensors;actuators;data processing;communication;applications layer;TVRA;ETSI","","","41","","","","","IEEE","IEEE Conferences"
"Shading prediction, fault detection, and consensus estimation for solar array control","S. Katoch; G. Muniraju; S. Rao; A. Spanias; P. Turaga; C. Tepedelenlioglu; M. Banavar; D. Srinivasan","SenSIP Center, School of ECEE, Arizona State University, USA; SenSIP Center, School of ECEE, Arizona State University, USA; SenSIP Center, School of ECEE, Arizona State University, USA; SenSIP Center, School of ECEE, Arizona State University, USA; SenSIP Center, School of ECEE, Arizona State University, USA; SenSIP Center, School of ECEE, Arizona State University, USA; SenSIP Center, School of ECEE, Clarkson University, USA; SenSIP Center, School of ECEE, Poundra Inc., USA","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","217","222","This paper describes three methods used in the development of a utility-scale solar cyber-physical system. The study describes remote fault detection using machine learning approaches, power output optimization using cloud movement prediction and consensus-based solar array parameter estimation. Dynamic cloud movement, shading and soiling, lead to fluctuations in power output and loss of efficiency. For optimization of output power, a cloud movement prediction algorithm is proposed. Integrated fault detection methods are also described to predict and by pass failing modules. Finally, the fully connected solar array, which is fitted with multiple sensors, is operated as an Internet of things network. Integrated with each module are sensors and radio electronics communicating all data to a fusion center. Gathering data at the fusion center to compute and transmit analytics requires secure low power communication solutions. To optimize the resources and power consumption, we describe a method to integrate fully distributed algorithms designed for a wireless sensor network in this CPS system.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387662","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387662","Solar power analytics;fault detection;shading;IoT Energy;distributed average consensus;PV","Fault detection;Machine learning algorithms;Arrays;Machine learning;Clouds;Cloud computing;Time series analysis","cloud computing;computerised instrumentation;cyber-physical systems;fault diagnosis;Internet;Internet of Things;learning (artificial intelligence);optimisation;parameter estimation;prediction theory;sensor fusion;solar cell arrays;telecommunication security;wireless sensor networks","shading prediction;consensus estimation;solar array control;utility-scale solar cyber-physical system;remote fault detection;machine learning approaches;power output optimization;solar array parameter estimation;integrated fault detection methods;pass failing modules;multiple sensors;radio electronics;fusion center;power consumption;wireless sensor network;CPS system;distributed algorithms;dynamic cloud movement prediction algorithm;low power communication solutions;Internet of Things network","","3","38","","","","","IEEE","IEEE Conferences"
"Vision-based UAV detection and tracking using motion signatures","P. A. Prates; R. Mendonça; A. Lourenço; F. Marques; J. P. Matos-Carvalho; J. Barata","NA; NA; NA; NA; NA; NA","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","482","487","This paper proposes a method for UAV detection and position extraction in video sequences obtained from a camera facing upwards towards the sky. The goal is for the presented model to act as groundwork for the development of a cooperative UAV autonomous landing system. It seeks to overcome most of the downfalls of pattern-based approaches by instead using the UAV's innate motion behaviours to perform detection. Seeing that the sky is a fairly stagnant environment, objects are detected through a Background Subtraction algorithm. As clouds generally present a slow and progressive movement they are to be considered part of the background and all other objects (e.g planes, birds, UAVs) as foreground. The irregular motion patterns of the UAV, especially of its propellers, are used to create a movement signature that distinguishes the UAV from other objects. The signature is classified as an entropy metric obtained from the resulting optical flow over a number of past frames. To further improve the detection rate, a tracking algorithm based on a Kalman filter was developed. Experimental results obtained from a dataset encompassing 12 diverse videos showed the ability of the computer vision algorithm to perform the tracking of the UAV with an average performance of 93.4%.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390752","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390752","Computer Vision;Background Subtraction;Optical Flow;Kalman Filter;Unmanned Aerial Vehicles;Autonomous Landing","Cameras;Unmanned aerial vehicles;Tracking;Feature extraction;Birds;Propellers;Optical imaging","autonomous aerial vehicles;image motion analysis;image sequences;Kalman filters;object detection;object tracking;robot vision;video cameras;video signal processing","motion signatures;position extraction;video sequences;sky;UAV autonomous landing system;fairly stagnant environment;irregular motion patterns;tracking algorithm;background subtraction algorithm;vision-based UAV detection;camera;object detection;entropy metric;Kalman filter;computer vision algorithm;optical flow","","","13","","","","","IEEE","IEEE Conferences"
"CoHLA: Design space exploration and co-simulation made easy","T. Nägele; J. Hooman; T. Broenink; J. Broenink","Radboud University Nijmegen, The Netherlands; Radboud University & ESI (TNO), Nijmegen & Eindhoven, The Netherlands; University of Twente Enschede, The Netherlands; University of Twente Enschede, The Netherlands","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","225","231","The inherent multi-disciplinary nature of cyber-physical systems makes it difficult to get early insight in key system properties and trade-offs that have to be made. Our aim is to support system architects of such systems by facilitating the co-simulation of models from different disciplines and design space exploration. This has been achieved by defining a domain-specific language called CoHLA which allows a high-level description of a system architecture and simulation parameters to be specified. A generator has been implemented that generates a co-simulation of component models using an implementation of the HLA standard. Component models that adhere to the FMI standard can be incorporated easily. Moreover, CoHLA includes primitives to express design space parameters and metrics; this information is used to generate tooling for automated design space exploration.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387664","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387664","Domain Specific Language;Cyber-physical systems;Co-simulation;Design Space Exploration;HLA;FMI","Object oriented modeling;Tools;Standards;Space exploration;DSL;Generators;Rails","cyber-physical systems;digital simulation;software architecture;specification languages","CoHLA;co-simulation;cyber-physical systems;FMI standard;design space metrics;system architecture high-level description;Configuring High Level Architecture;automated design space exploration;design space parameters;HLA standard;component models;domain-specific language;system architects","","2","17","","","","","IEEE","IEEE Conferences"
"Distributed control architecture for dynamic reconfiguration: Flexible assembly line case study","U. D. Atmojo; K. Gulzar; V. Vyatkin; R. Ma; A. Hopsu; H. Makkonen; A. Korhonen; L. T. Phu","Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","690","695","This article presents the development of a distributed manufacturing case study enhanced with features that enable flexibility during the production process and the capability to continue the production process in case of fault scenarios. The approach described in this paper presents solutions to achieve the production of customized products, handle changes in product order, and minimize downtime and avoid total shutdown of the manufacturing system due to the occurrence of failures during the production process.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390791","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390791","flexible manufacturing systems;IEC 61499;fault tolerance;reconfigurable manufacturing systems","","assembling;distributed control;fault tolerance;flexible manufacturing systems;order processing;product customisation;production engineering computing","product order;production process;distributed control architecture;dynamic reconfiguration;distributed manufacturing system;products customization;flexible assembly line;fault scenarios;downtime minimization;total shutdown avoidance","","","15","","","","","IEEE","IEEE Conferences"
"Competences of cyber physical systems engineers — Survey results","E. Mäkiö-Marusik; B. Ahmad; R. Harrison; J. Mäkiö; A. Walter","Warwick Manufacturing Group (WMG), University of Warwick, Coventry, UK; Warwick Manufacturing Group (WMG), University of Warwick, Coventry, UK; Warwick Manufacturing Group (WMG), University of Warwick, Coventry, UK; Colombo Faculty of Technology, University of Applied Sciences Emden/Leer, Emden/Leer, Germany; Colombo Faculty of Technology, University of Applied Sciences Emden/Leer, Emden/Leer, Germany","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","491","496","Cyber physical systems (CPS) consist of physical and cyber components seamlessly integrated with each other. Being a core and an essential component within the digitalization process, CPS are becoming pervasive in all spheres of modern society. Understanding CPS structures and associated functionalities requires a multidisciplinary body of knowledge and engineering capabilities. Moreover, they are laying on the edge of a broad spectrum of methodologies and technologies, from mechatronics, communication, control and automation to information technologies, which are penetrating each corner of the society. It is obvious from the lifecycle of CPS, i.e., life cycle of the physical-part and the digital thread of the cyber-part, that developers, operators and managers of CPS have to acquire an essential interdisciplinary engineering qualification and a combination of skills and competencies from many different disciplines, including social and psychological aspects, among others. In order to develop and implement an adequate educational programme, two major aspects have been analysed in this paper: (i) identification and understanding of the minimal set of multidisciplinary competencies and qualifications needed and (ii) identification and classification of the critical gaps in the existing engineering curricula. The analysis is based on the findings of a survey conducted in two IEEE conferences closely related to the engineering disciplines associated with CPS.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390754","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390754","CPS;education of CPS engineering;teaching of CPS engineering;competences of CPS engineers;competence gaps;survey;survey results","","cyber-physical systems;educational courses;engineering education;systems engineering","physical components;cyber components;essential component;digitalization process;modern society;multidisciplinary body;engineering capabilities;control;automation;information technologies;physical-part;digital thread;cyber-part;essential interdisciplinary engineering qualification;multidisciplinary competencies;qualifications;engineering disciplines;CPS structures;engineering curricula;cyber physical systems engineers","","","23","","","","","IEEE","IEEE Conferences"
"An intelligent system for smart buildings using machine learning and semantic technologies: A hybrid data-knowledge approach","I. Szilagyi; P. Wira","MIPS Laboratory, University of Haute-Alsace, Mulhouse, France; MIPS Laboratory, University of Haute-Alsace, Mulhouse, France","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","20","25","The Internet of Things allowed us to seamlessly integrate communication and computational capabilities into everyday things that resulted in a technologically enhanced environment. However, we still need to work on integrating high level understanding and intelligence in this connected system. The IoT is a mean that enables the possibility of integrating intelligent behavior and services into surrounding environments. One of the most representative examples of artificial environments are buildings. Residential buildings (e.g. homes, apartment blocks) or dedicated public buildings (educational, medical, commercial, governmental) serve different purposes and needs, and therefore they have different characteristics and constraints. However, every building uses some form of resource (e.g. energy, water) in order to assure the required level of comfort, safety and conditions for carrying out the desired activities. In this paper we take a look at some questions regarding the construction and the exploitation of knowledge related to different types of buildings in order to optimize the use of different resources while still assuring the occupants' comfort. We enumerate some of the elements that characterize a building as smart and finally, we present a model for a building management system based on hybrid knowledge.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387631","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387631","internet of things;smart buildings;building management systems;knowledge-based systems;machine learning;neural networks;semantic technologies;intelligent systems","Smart buildings;Safety;Security;Energy efficiency;Sensors;Architecture","building management systems;home automation;Internet of Things;learning (artificial intelligence)","intelligent system;smart buildings;machine learning;semantic technologies;hybrid data-knowledge approach;Internet of Things;computational capabilities;technologically enhanced environment;IoT;intelligent behavior;artificial environments;residential buildings;apartment blocks;public buildings;building management system;hybrid knowledge;communication capabilities","","2","44","","","","","IEEE","IEEE Conferences"
"Computationally efficient representation of energy grid-cyber physical system","N. Tzanis; N. Andriopoulos; G. Proiskos; M. Birbas; A. Birbas; E. Housos","Dept. of Electrical and Computer Engineering, University of Patras, Patras, Greece 26500; Dept. of Electrical and Computer Engineering, University of Patras, Patras, Greece 26500; Dept. of Electrical and Computer Engineering, University of Patras, Patras, Greece 26500; Dept. of Electrical and Computer Engineering, University of Patras, Patras, Greece 26500; Dept. of Electrical and Computer Engineering, University of Patras, Patras, Greece 26500; Dept. of Electrical and Computer Engineering, University of Patras, Patras, Greece 26500","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","679","683","The computation integrity of the cyber part of an Industrial Cyber Physical System requires a reliable executable model of the underneath physical system. This physical system is usually a continuous-time one and its model execution requires resources far beyond existing embedded computing capabilities. The need for capturing the real time transient behavior of a physical system imposes additional burden in CPS in terms of computational time steps. In this work, we present that it is feasible to emulate a physical system (the Distribution Energy Grid in this case) by direct mapping it on hardware computational resources while maintaining its real time transient behavior. The hardware mapped physical system model can then act as a co-processing element to the CPS computational part. The focus on the real time transient behavior of a modern distribution grid-CPS, is inevitable due to the extended use of power electronic devices, intermittent generation and fast switching smart metering devices.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390789","industrial cyber physical system;embedded computing;distribution grid;real time;transient analysis;FPGA;state estimation","Real-time systems;Transient analysis;Field programmable gate arrays;Hardware;Load flow;Mathematical model","cyber-physical systems;embedded systems;power electronics;power engineering computing;smart meters;smart power grids","hardware computational resources;CPS computational part;computational time steps;industrial cyber physical system;energy grid-cyber physical system;distribution energy grid;distribution grid-CPS;power electronic devices;intermittent generation;fast switching smart metering devices","","","12","","","","","IEEE","IEEE Conferences"
"Cyber-physical system based factory monitoring and fault diagnosis framework with plant-wide performance optimization","Y. Jiang; K. Li; S. Yin","Research Institute of Intelligent Control and Systems, Harbin Institute of Technology, Harbin, China, 150001; Research Institute of Intelligent Control and Systems, Harbin Institute of Technology, Harbin, China, 150001; Research Institute of Intelligent Control and Systems, Harbin Institute of Technology, Harbin, China, 150001","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","240","245","The next generation of industrial revolution aims to achieve flexible and intelligent operation and manufacturing oriented to the customers. In recent years, it has been a core subject to study the large-scale integrated design and implementation of plant equipment based on cyber-physical systems (CPS). However, the expansion of system scales and the exponentially increased complexity also introduce potential safety hazards. Traditional process monitoring and fault diagnosis strategies are no longer suitable for plant-wide management and supervisory tasks. This paper elaborates the role of CPS in the industrial context based on the analysis of the historical development factor and the current condition and trend. A novel framework is proposed for large-scale system online monitoring and diagnosis oriented to plant-wide performance optimization.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387666","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387666","","Monitoring;Industries;Production facilities;Maintenance engineering;Cloud computing;Fault diagnosis;Task analysis","cyber-physical systems;fault diagnosis;hazards;industrial plants;large-scale systems;optimisation;process monitoring;production engineering computing","large-scale integrated design;plant equipment;cyber-physical systems;fault diagnosis strategies;plant-wide performance optimization;intelligent operation;safety hazards;manufacturing system;factory monitoring","","","24","","","","","IEEE","IEEE Conferences"
"Interoperable meta model for simulation-in-the-loop","M. Ciavotta; A. Bettoni; G. Izzo","Department of Informatics, Systems and Communication, University of Milano Bicocca, Milan, Italy; Department of Innovative Technologies, University of Applied Sciences of Southern Switzerland, Manno, Switzerland; Department of Innovative Technologies, University of Applied Sciences of Southern Switzerland, Manno, Switzerland","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","702","707","In the context of industry 4.0, where factory components become more and more intelligent, the role of virtualization and simulation becomes central. This paper presents a flexible, modular, scalable, extensible and interoperable modelling language expressly designed to support multi-disciplinary simulations. In particular, the language is based on a meta-model that provides patterns of both hierarchical and graphical aggregations and imposes a modelling process based on the principle of separation of concerns using a layered model. An example of applying the model to a business use case is also reported.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390793","Digital Continuity;Interoperability;Virtualization;Collaborative Simulation;Digital Twin","Object oriented modeling;Data models;Production facilities;Computational modeling;Industries;Context modeling","digital simulation;open systems;production engineering computing;virtualisation","interoperable meta model;simulation-in-the-loop;interoperable modelling language;Industry 4.0;factory virtualization","","","15","","","","","IEEE","IEEE Conferences"
"HyMn: Mining linear hybrid automata from input output traces of cyber-physical systems","I. Lamrani; A. Banerjee; S. K. S. Gupta","iMPACT lab CISDE, Arizona State University, Tempe, AZ; iMPACT lab CISDE, Arizona State University, Tempe, AZ; iMPACT lab CISDE, Arizona State University, Tempe, AZ","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","264","269","Hybrid systems are versatile in modeling the interaction between the cyber and physical components of cyber-physical control systems (CPS) such as artificial pancreas (AP). They are typically used for analysis of safety of the human centric control systems which have serious consequences of failure. As such hybrid systems are parameterized and the variables often depend on the subject on which the control system is deployed. Traditionally, control systems are initially developed using average statistical estimates of the subject specific parameters. However, such excursions may lead to suboptimal designs. In this paper, we propose HyMn, a hybrid system parameter estimation tool, where the subject specific parameters in a hybrid system are automatically learned from experimental traces of the operation of a human centric CPS control system. We apply HyMn to the AP system and show that the blood glucose control is enhanced using the learned patient specific parameters.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387670","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387670","Mining hybrid automata;CPS;Artificial Pancreas;Fisher Information;Cramer-Rao Bound","Control systems;Sugar;Insulin;Blood;Automata;Learning automata;Mathematical model","automata theory;blood;continuous systems;cyber-physical systems;data mining;learning (artificial intelligence);medical control systems;parameter estimation;statistical analysis;sugar","HyMn;mining linear hybrid automata;input output traces;physical components;cyber-physical control systems;hybrid system parameter estimation tool;human centric CPS control system;AP system;blood glucose control;artificial pancreas;safety analysis;average statistical estimation","","","19","","","","","IEEE","IEEE Conferences"
