"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A Phase Variable Approach to Volitional Control of Powered Knee-Ankle Prostheses","S. Rezazadeh; D. Quintero; N. Divekar; R. D. Gregg","Departments of Bioengineering and Mechanical Engineering, The University of Texas at Dallas, Locomotor Control Systems Laboratory, Richardson, TX, 75080, USA; Departments of Bioengineering and Mechanical Engineering, The University of Texas at Dallas, Locomotor Control Systems Laboratory, Richardson, TX, 75080, USA; Departments of Bioengineering and Mechanical Engineering, The University of Texas at Dallas, Locomotor Control Systems Laboratory, Richardson, TX, 75080, USA; Departments of Bioengineering and Mechanical Engineering, The University of Texas at Dallas, Locomotor Control Systems Laboratory, Richardson, TX, 75080, USA","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","2292","2298","Although there has been recent progress in control of multi-joint prosthetic legs for periodic tasks such as walking, volitional control of these systems for non-periodic maneuvers is still an open problem. In this paper, we develop a new controller that is capable of both periodic walking and common volitional leg motions based on a piecewise holonomic phase variable through a finite state machine. The phase variable is constructed by measuring the thigh angle, and the transitions in the finite state machine are formulated through sensing foot contact together with attributes of a nominal reference gait trajectory. The controller was implemented on a powered knee-ankle prosthesis and tested with a transfemoral amputee subject, who successfully performed a wide range of periodic and non-periodic tasks, including low- and high-speed walking, quick start and stop, backward walking, walking over obstacles, and kicking a soccer ball. The proposed approach is expected to provide better understanding of volitional motions and lead to more reliable control of multi-joint prostheses for a wider range of tasks.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594023","","Legged locomotion;Thigh;Trajectory;Task analysis;Prosthetics;Sensors;Foot","artificial limbs;finite state machines;gait analysis;legged locomotion;medical robotics;motion control;trajectory control","volitional control;powered knee-ankle prostheses;multijoint prosthetic legs;periodic walking;piecewise holonomic phase variable;finite state machine;nominal reference gait trajectory;high-speed walking;backward walking;phase variable approach;volitional leg motions","","","26","","","","","IEEE","IEEE Conferences"
"Methods for Autonomous Wristband Placement with a Search-and-Rescue Aerial Manipulator","J. M. Gómez-de-Gabriel; J. M. Gandarias; F. J. Pérez-Maldonado; F. J. García-Núñcz; E. J. Fernández-García; A. J. García-Cerezo","University of Málaga, System Engineering and Automation Department, Málaga, Spain; University of Málaga, System Engineering and Automation Department, Málaga, Spain; University of Málaga, System Engineering and Automation Department, Málaga, Spain; University of Málaga, System Engineering and Automation Department, Málaga, Spain; University of Málaga, System Engineering and Automation Department, Málaga, Spain; University of Málaga, System Engineering and Automation Department, Málaga, Spain","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","7838","7844","A new robotic system for Search And Rescue (SAR) operations based on the automatic wristband placement on the victims' arm, which may provide identification, beaconing and remote sensor readings for continuous health monitoring. This paper focuses on the development of the automatic target localization and the device placement using an unmanned aerial manipulator. The automatic wrist detection and localization system uses an RGB-D camera and a convolutional neural network based on the region faster method (Faster R-CNN). A lightweight parallel delta manipulator with a large workspace has been built, and a new design of a wristband in the form of a passive detachable gripper, is presented, which, under contact, automatically attaches to the human, while disengages from the manipulator. A new trajectory planning method has been used to minimize the torques caused by the external forces during contact, which cause attitude perturbations. Experiments have been done to evaluate the machine learning method for detection and location, and for the assessment of the performance of the trajectory planning method. The results show how the VGG-16 neural network provides a detection accuracy of 67.99%. Moreover, simulation experiments have been done to show that the new trajectories minimize the perturbations to the aerial platform.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594202","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594202","","Manipulators;Wrist;Cameras;Grippers;Robot kinematics;Robot sensing systems","aerospace control;autonomous aerial vehicles;convolutional neural nets;grippers;image colour analysis;learning (artificial intelligence);manipulators;path planning;rescue robots;robot vision;SLAM (robots)","autonomous wristband placement;robotic system;automatic wristband placement;remote sensor readings;continuous health monitoring;unmanned aerial manipulator;automatic wrist detection;RGB-D camera;convolutional neural network;Faster R-CNN;passive detachable gripper;VGG-16 neural network;target localization;trajectory planning;machine learning;parallel delta manipulator;search-and-rescue aerial manipulator;search and rescue operations;unmanned aerial vehicles","","","24","","","","","IEEE","IEEE Conferences"
"Riding and Speed Governing for Parallel Two-Wheeled Scooter Based on Sequential Online Learning Control by Humanoid Robot","K. Kimura; S. Nozawa; H. Mizohana; K. Okada; M. Inaba","The University of Tokyo, Department of Mechano- Infomatics, Tokyo, 7-3-1 Hongo, Bunkyo-ku, 113-8656, Japan; The University of Tokyo, Department of Mechano- Infomatics, Tokyo, 7-3-1 Hongo, Bunkyo-ku, 113-8656, Japan; The University of Tokyo, Department of Mechano- Infomatics, Tokyo, 7-3-1 Hongo, Bunkyo-ku, 113-8656, Japan; The University of Tokyo, Department of Mechano- Infomatics, Tokyo, 7-3-1 Hongo, Bunkyo-ku, 113-8656, Japan; The University of Tokyo, Department of Mechano- Infomatics, Tokyo, 7-3-1 Hongo, Bunkyo-ku, 113-8656, Japan","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","1","9","The sequential online tuning for controller gains is required for the continuous action of the riding into parallel two-wheeled scooter and the speed governing after riding by humanoid robot. The implemented controllers are different between the riding and the speed governing, and these tuning strategies are also different. In particular, the riding requires the immediate tuning in the short riding phase and the speed governing requires the accurate tuning to regulate the speed of humanoid robot. To the above requirements, this paper proposes the Sequential Online Learning Control (SOLC)method composed of the cascade connection of SGD-based open-loop Learning Control (SLC)and Mini-batch-based closed-loop Learning Control (MLC). SLC contributes the damping gain online tuning for the foot torque control during execution of riding, and MLC contributes the PID gains online tuning for the speed governing control. Finally, we show the validity of SOLC through the sequential experiment of riding and speed governing for parallel two-wheeled scooter by life-sized humanoid robot HRP2-JSK.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593685","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593685","","Motorcycles;Tuning;Foot;Humanoid robots;Damping;Control systems;Torque","cascade control;closed loop systems;control engineering computing;humanoid robots;learning (artificial intelligence);mobile robots;motion control;motorcycles;torque control;velocity control;wheels","foot torque control;speed governing control;parallel two-wheeled scooter;sequential online tuning;controller gains;sequential online learning control method;SGD-based open-loop learning control;HRP2-JSK humanoid robot;cascade connection;minibatch-based closed-loop learning control","","","16","","","","","IEEE","IEEE Conferences"
"UnDEMoN: Unsupervised Deep Network for Depth and Ego-Motion Estimation","V. Madhu Babu; K. Das; A. Majumdar; S. Kumar","TATA Consultancy Services, Bangalore, India; TATA Consultancy Services, Bangalore, India; TATA Consultancy Services, Bangalore, India; TATA Consultancy Services, Bangalore, India","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","1082","1088","This paper presents a deep network based unsupervised visual odometry system for 6-DoF camera pose estimation and finding dense depth map for its monocular view. The proposed network is trained using unlabeled binocular stereo image pairs and is shown to provide superior performance in depth and ego-motion estimation compared to the existing state-of-the-art. This is achieved by introducing a novel objective function and training the network using temporally alligned sequences of monocular images. The objective function is based on the Charbonnier penalty applied to spatial and bi-directional temporal reconstruction losses. The overall novelty of the approach lies in the fact that the proposed deep framework combines a disparity-based depth estimation network with a pose estimation network to obtain absolute scale-aware 6-DoF camera pose and superior depth map. According to our knowledge, such a framework with complete unsupervised end-to-end learning has not been tried so far, making it a novel contribution in the field. The effectiveness of the approach is demonstrated through performance comparison with the state-of-the-art methods on KITTI driving dataset.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593864","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593864","","Image reconstruction;Cameras;Pose estimation;Training;Meters;Linear programming","cameras;distance measurement;feature extraction;image reconstruction;image sequences;learning (artificial intelligence);motion estimation;pose estimation;stereo image processing;unsupervised learning","unsupervised deep network;ego-motion estimation;unsupervised visual odometry system;monocular view;objective function;temporally alligned sequences;monocular images;disparity-based depth estimation network;dense depth map;UnDEMoN;binocular stereo image pairs;temporal reconstruction losses;pose estimation network;6DoF camera pose estimation","","","29","","","","","IEEE","IEEE Conferences"
"A Multisegment Electro-Active Polymer Based Milli-Continuum Soft Robots","A. Benouhiba; K. Rabenorosoa; P. Rougeot; M. Ouisse; N. Andreff","Univ. Bourgogne Franche-Comté/CNRS, FEMTO-ST Institute, Besançon, 25000, France; Univ. Bourgogne Franche-Comté/CNRS, FEMTO-ST Institute, Besançon, 25000, France; Univ. Bourgogne Franche-Comté/CNRS, FEMTO-ST Institute, Besançon, 25000, France; Univ. Bourgogne Franche-Comté/CNRS, FEMTO-ST Institute, Besançon, 25000, France; Univ. Bourgogne Franche-Comté/CNRS, FEMTO-ST Institute, Besançon, 25000, France","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","7500","7506","This paper presents the design, modeling and fabrication of a millimeter-size Continuum Soft Robot (CSR). The robot consists of active flexible polymer actuator-based multisegment robot. A multiphysics model based on multilayer cantilever for large displacement is established between the input voltages to the distal tip position of a single segment robot. The extension of the model to multisegment CSR is derived. The proposed model is validated experimentally then a two-segment CSR and three-segment CSR in 3D arrangement are investigated, demonstrating the model efficiency for obtaining complex configuration. Moreover, various configurations can be explored to derive complex kinematics then increasing the robot capability.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593609","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593609","","Strain;Nonhomogeneous media;Soft robotics;Fabrication;Deformable models;Microactuators","cantilevers;electroactive polymer actuators;manipulator kinematics;polymers","millicontinuum soft robots;active flexible polymer actuator;multisegment robot;3D arrangement;robot capability;three-segment CSR;two-segment CSR;single segment robot;multiphysics model;millimeter-size Continuum Soft Robot;multisegment electro-active polymer","","","22","","","","","IEEE","IEEE Conferences"
"Single-Grasp, Model-Free Object Classification using a Hyper-Adaptive Hand, Google Soli, and Tactile Sensors","Z. Flintoff; B. Johnston; M. Liarokapis","Department of Mechanical Engineering, Faculty of Engineering, The University of Auckland, New Dexterity research group, 20 Symonds St, Auckland, 1010, New Zealand; Department of Mechanical Engineering, Faculty of Engineering, The University of Auckland, New Dexterity research group, 20 Symonds St, Auckland, 1010, New Zealand; Department of Mechanical Engineering, Faculty of Engineering, The University of Auckland, New Dexterity research group, 20 Symonds St, Auckland, 1010, New Zealand","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","1943","1950","Robots need to use their end-effectors not only to grasp and manipulate objects but also to understand the environment surrounding them. Object identification is of paramount importance in robotics applications, as it facilitates autonomous object handling, sorting, and quality inspection. In this paper, we present a new hyper-adaptive robot hand that is capable of discriminating between different everyday objects, as well as `model' objects with the same external geometry but varying material, density, or volume, with a single grasp. This work leverages all the benefits of simple, adaptive grasping mechanisms (robustness, simplicity, low weight, adaptability), a Random Forests classifier, tactile modules based on barometric sensors, and radar technology offered by the Google Soli sensor. Unlike prior work, the method does not rely on object exploration, object release or re-grasping and works for a wide variety of everyday objects. The feature space used consists of the Google Soli readings, the motor positions and the contact forces measured at different time instances of the grasping process. The whole approach is model-free and the hand is controlled in an open-loop fashion, achieving stable grasps with minimal complexity. The efficiency of the designs, sensors, and methods has been experimentally validated with experimental paradigms involving model and everyday objects.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594166","","Robot sensing systems;Thumb;Google;Pins","end effectors;force measurement;grippers;position control;tactile sensors","object exploration;Google Soli readings;grasping process;stable grasps;single-grasp;model-free object classification;hyper-adaptive hand;tactile sensors;end-effectors;object identification;robotics applications;autonomous object;quality inspection;hyper-adaptive robot hand;model objects;adaptive grasping mechanisms;tactile modules;barometric sensors;Google Soli sensor;everyday objects;random forests classifier","","","26","","","","","IEEE","IEEE Conferences"
"Semantic Grid Estimation with a Hybrid Bayesian and Deep Neural Network Approach","Ö. Erkent; C. Wolf; C. Laugier; D. S. Gonzalez; V. R. Cano","INRIA, Chroma Team, Rhône-Alpes, France; INRIA, Chroma Team, Rhône-Alpes, France; INRIA, Chroma Team, Rhône-Alpes, France; INRIA, Chroma Team, Rhône-Alpes, France; Departamento de Automática y Electrónica, Universidad Autónoma de Occidente, Cali, Colombia","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","888","895","In an autonomous vehicle setting, we propose a method for the estimation of a semantic grid, i.e. a bird's eye grid centered on the car's position and aligned with its driving direction, which contains high-level semantic information about the environment and its actors. Each grid cell contains a semantic label with divers classes, as for instance {Road, Vegetation, Building, Pedestrian, Car...}. We propose a hybrid approach, which combines the advantages of two different methodologies: we use Deep Learning to perform semantic segmentation on monocular RGB images with supervised learning from labeled groundtruth data. We combine these segmentations with occupancy grids calculated from LIDAR data using a generative Bayesian particle filter. The fusion itself is carried out with a deep neural network, which learns to integrate geometric information from the LIDAR with semantic information from the RGB data. We tested our method on two datasets, namely the KITTI dataset, which is publicly available and widely used, and our own dataset obtained with our own platform, equipped with a LIDAR and various sensors. We largely outperform baselines which calculate the semantic grid either from the RGB image alone or from LIDAR output alone, showing the interest of this hybrid approach.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593434","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593434","","Semantics;Image segmentation;Bayes methods;Laser radar;Neural networks;Three-dimensional displays;Sensors","Bayes methods;belief networks;image colour analysis;image segmentation;learning (artificial intelligence);neural nets;optical radar;particle filtering (numerical methods)","semantic grid estimation;hybrid Bayesian;deep neural network;autonomous vehicle setting;high-level semantic information;grid cell;semantic label;hybrid approach;semantic segmentation;monocular RGB images;supervised learning;labeled groundtruth data;occupancy grids;LIDAR data;generative Bayesian particle filter;geometric information;RGB data","","","36","","","","","IEEE","IEEE Conferences"
"A Probabilistic Approach to Benchmarking and Performance Evaluation of Robot Systems","P. U. Lima","Institute for Systems and Robotics of IST, U. Lisboa, Portugal","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","7231","7236","Problem benchmarks are used in experimental science as a reference against which results of experiments using distinct approaches to solve the problem are compared and evaluated in relative terms. In Robotics, just formulating a general performance assessment problem is difficult per se, as robot systems are composed of very diverse subsystems (e.g., localisation, human-robot interaction, task planning, motion planning). This paper introduces a probabilistic approach to benchmarking and evaluating performance of robot systems, which uses probability theory as the common language to quantify the performance of distinct functionalities of a robot system and their impact on the performance of a task carried out by that system. The approach can be used to analyse the performance of a task plan from the performances if its composing functionalities, or to (re)plan when a performance degradation in functionality is predicted to cause performance degradation of the task plan beyond acceptable limits.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594345","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594345","","Task analysis;Robots;Benchmark testing;Reliability;Measurement;Approximation algorithms;Probabilistic logic","path planning;probability;robots","performance degradation;probabilistic approach;performance evaluation;robot system;human-robot interaction;task planning;robotics;benchmarking evaluation;performance assessment problem","","","14","","","","","IEEE","IEEE Conferences"
"Enhanced Non-Steady Gliding Performance of the MultiMo-Bat through Optimal Airfoil Configuration and Control Strategy","H. Kim; M. A. Woodward; M. Sitti","Physical Intelligence Department, Max Planck Institute for Intelligent Systems, SC Sim Tech, University of Stuttgart, Stuttgart, 70569, Germany; Physical Intelligence Department, Max Planck Institute for Intelligent Systems, Stuttgart, 70569, Germany; Physical Intelligence Department, Max Planck Institute for Intelligent Systems, SC Sim Tech, University of Stuttgart, Stuttgart, 70569, Germany","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","1382","1388","Many robots make use of gravitational potential energy, generated by another mode, to enhance mobility through gliding locomotion. However, unstructured environments can create situations in which the initial conditions for steady-state gliding cannot be achieved; for example, jumping out of a hole, where the obstacle is very close to the robot. This paper suggests an optimization methodology for finding airfoil configurations and control strategies to maximize the effective non-steady-state gliding ratio for the most challenging initial condition, that of zero velocity. Parameters for the optimization are a location of a robot's center-of-mass in relation to its center-of-pressure and, through the addition of a tail, an active pitch control strategy. The optimal center-of-mass location produces the best passive gliding performance (morphological intelligence), and the optimal control strategy improves the gliding distance. Due to the aerodynamic complexities of modeling the collapsible airfoils, we find the optimal location of the center-of-mass from gliding experiments performed on the robot at different center-of-mass locations and initial pitch angles. An optimal location of the center-of-mass was found to be 40% of the wing chord for our robotic platform; measured from the wing's leading edge. The optimal location has a wide range of initial pitch angles which result in stable, yet non-steady-state, gliding behaviors. The morphological intelligence built into our robotic platform creates two observable dynamic behaviors, that of horizontal velocity gain and sink rate minimization. We then estimate the drag coefficients from the experiments, and conduct dynamic simulations to optimize the pitch control strategy. The design methodology presented here can enhance the non-steady-state gliding performance of a broad range of gliding robots, and the control strategy can further enhance performance on those which utilize an active tail.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593613","","Robots;Automotive components;Aerodynamics;Optimization;Atmospheric modeling;Trajectory;Springs","aerodynamics;aerospace components;autonomous aerial vehicles;design engineering;drag;mobile robots;optimal control;pitch control (position);robot dynamics","active pitch control strategy;center-of-mass location;morphological intelligence;optimal control strategy;collapsible airfoils;nonsteady-state gliding performance;gliding robots;drag coefficients;aerodynamic complexities","","","21","","","","","IEEE","IEEE Conferences"
"Key-Frame Strategy During Fast Image-Scale Changes and Zero Motion in VIO Without Persistent Features","E. Allak; A. Hardt-Stremayr; S. Weiss","Department of Smart Systems Technologies in the Control of Networked Systems Group, Alpen-Adria-Universitat Klagenfurt, Klagenfurt, 9020, Austria; Department of Smart Systems Technologies in the Control of Networked Systems Group, Alpen-Adria-Universitat Klagenfurt, Klagenfurt, 9020, Austria; Department of Smart Systems Technologies in the Control of Networked Systems Group, Alpen-Adria-Universitat Klagenfurt, Klagenfurt, 9020, Austria","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","6872","6879","Many of today's Visual-Inertial Odometry (VIO) frameworks work well under regular motion but have issues and need special treatment under special motion. Here, special does not imply bad or corrupted data but stands for increased difficulty to treat clean data. Common special motion for VIO are large feature displacement due to fast motion close to a scene and zero motion phases not providing sufficient baseline. In this paper we present a feature and frame selection approach which seamlessly handles all motion scenarios without the need of (error prone) motion case identification and subsequent case-specific heuristics. We further show that this approach allows to eliminate features in the state vector (persistent features)altogether while still being able to inherently handle zero motion phases. This reduces computational complexity while maintaining the ability to hover in place. We integrate our frame selection approach into our own VIO algorithm and compare its performance against three state-of-the-art algorithms with real data on a real platform. While our approach shows slightly higher global drift it is the only algorithm that can reliably estimate the pose over a large motion spectrum from fast scale change down to zero motion.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594170","","Computational complexity;Cameras;Computed tomography;Feature extraction;Kalman filters;Quaternions;Covariance matrices","computational complexity;distance measurement;feature extraction;image sequences;inertial navigation;Kalman filters;motion estimation;robot vision;video signal processing","common special motion;feature displacement;fast motion;zero motion phases;frame selection approach;motion scenarios;motion case identification;subsequent case-specific heuristics;state vectoraltogether;persistent features;VIO algorithm;motion spectrum;fast scale change;frame strategy;fast image-scale changes;regular motion;special treatment;bad data;corrupted data;clean data;visual-inertial odometry frameworks","","","19","","","","","IEEE","IEEE Conferences"
"Detecting and Picking of Folded Objects with a Multiple Sensor Integrated Robot Hand","S. Hasegawa; K. Wada; K. Okada; M. Inaba","JSK Laboratory, Graduate School of Information Science and Technology, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; JSK Laboratory, Graduate School of Information Science and Technology, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; JSK Laboratory, Graduate School of Information Science and Technology, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan; JSK Laboratory, Graduate School of Information Science and Technology, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, 113-8656, Japan","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","1138","1145","Robotic picking of folded objects such as books is required for picking various objects. As a folded object is easily unfolded, it is difficult to carry it stably and place it in a desired pose due to its dangling part. For overcoming this difficulty, we propose a trial-and-error picking system using our Suction Pinching Hand, which can push the dangling part up with pinch grasp until the object lifted with suction grasp is folded. That system utilizes proximity sensors on the hand to predict whether folding will succeed with a current hand pose and decide whether to retry with another pose. Also, proximity sensors, flex sensors and an air pressure sensor are used to deal with uncertainty of the image recognition, the hand hardware and suction grasp. We evaluate our proposed system with experiments of picking and placing folded objects. It is confirmed that our proposed system realizes picking with the ability of our Suction Pinching Hand to carry folded objects stably and place them in desired poses. It is also proved that our proposed system is robust against the uncertainty.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593398","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593398","","Robot sensing systems;Uncertainty;Image recognition;Grippers;Hardware","control engineering computing;dexterous manipulators;image recognition;object detection;pressure sensors;robot vision","folded object;robotic picking;Suction Pinching Hand;proximity sensors;multiple sensor integrated robot hand;trial-and-error picking system;suction grasp;flex sensors;air pressure sensor;image recognition","","","24","","","","","IEEE","IEEE Conferences"
"An Efficient and Time-Optimal Trajectory Generation Approach for Waypoints Under Kinematic Constraints and Error Bounds","J. Lin; N. Somani; B. Hu; M. Rickert; A. Knoll","An-Institut Technische, Universität München, fortiss, Munich, Germany; Department of Informatics, Technische Universität München, Robotics and Embedded Systems, Munich, Germany; Beijing University of Chemical Technology, College of Information Science and Technology, Beijing, China; An-Institut Technische, Universität München, fortiss, Munich, Germany; Department of Informatics, Technische Universität München, Robotics and Embedded Systems, Munich, Germany","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","5869","5876","This paper presents an approach to generate the time-optimal trajectory for a robot manipulator under certain kinematic constraints such as joint position, velocity, acceleration, and jerk limits. This problem of generating a trajectory that takes the minimum time to pass through specified waypoints is formulated as a nonlinear constraint optimization problem. Unlike prior approaches that model the motion of consecutive waypoints as a Cubic Spline, we model this motion with a seven-segment acceleration profile, as this trajectory results in a shorter overall motion time while staying within the bounds of the robot manipulator's constraints. The optimization bottleneck lies in the complexity that increases exponentially with the number of waypoints. To make the optimization scale well with the number of waypoints, we propose an approach that has linear complexity. This approach first divides all waypoints to consecutive batches, each with an overlap of two waypoints. The overlapping waypoints then act as a bridge to concatenate the optimization results of two consecutive batches. The whole trajectory is effectively optimized by successively optimizing every batch. We conduct experiments on practical scenarios and trajectories generated by motion planners to evaluate the effectiveness of our proposed approach over existing state-of-the-art approaches.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8593577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593577","","Trajectory;Splines (mathematics);Optimization;Manipulators;Acceleration;Kinematics","manipulator kinematics;nonlinear programming;path planning;time optimal control;trajectory control","motion planners;optimization scale;trajectory results;seven-segment acceleration profile;nonlinear constraint optimization problem;robot manipulator;error bounds;kinematic constraints;time-optimal trajectory generation approach","","","23","","","","","IEEE","IEEE Conferences"
"Optimal Input Waveform for an Indirectly Controlled Limit Cycle Walker","L. Li; I. Tokuda; F. Asano","Japan Advanced Institute of Science and Technology, School of Information Science, Nomi, Ishikawa, 923-1292, Japan; Department of Mechanical Engineering, Rit-sumeikan University, Kusatsu, Shiga, 525-8577, Japan; Japan Advanced Institute of Science and Technology, School of Information Science, Nomi, Ishikawa, 923-1292, Japan","2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","2018","","","7454","7459","Precisely manipulating the center of mass (CoM) of the underactuated locomotion robot can't be easily achieved by common control mechanisms which apply only joint torques. A novel and indirect method has been recently introduced using an active wobbling mass attached to limit cycle walkers. The next important issue is to design an optimal control input to reduce the forcing energy. In this paper, we use combined rimless wheels as a simplified example to apply our method, which is based on the theory of phase oscillators. First, we introduce the typical modeling and control of this underactuated robot. Second, we obtain the phase response curve by numerically applying perturbations at different phases of the walker's gait interval and calculating the deviations from the unperturbed. Third, we analytically derive an optimal forcing waveform for the wobbling mass to entrain the combined rimless wheel based on the phase response curve. As an ecological extension, an ideal forcing waveform for m: 1 entrainment was further generated. Finally, the proposed method was evaluated by locking range of the Arnold tongues. The results show that the optimal forcing waveform we derived achieves the best performance for 1:1 entrainment among all the candidates. One of the strongest advantages of our method is the easiness of its implementation, prompting its applicability to a wide variety of locomotion systems.","2153-0866;2153-0858","978-1-5386-8094-0978-1-5386-8093-3978-1-5386-8095","10.1109/IROS.2018.8594488","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594488","","Wheels;Perturbation methods;Limit-cycles;Legged locomotion;Trajectory;Mathematical model","control system synthesis;gait analysis;legged locomotion;limit cycles;numerical analysis;optimal control;oscillators;robot dynamics;torque;wheels","control mechanisms;limit cycle walker;forcing energy reduction;gait interval;Arnold tongues;optimal control design;numerical analysis;phase response curve;phase oscillators;rimless wheels;active wobbling mass;joint torques;underactuated locomotion robot;optimal input waveform;optimal forcing waveform","","","14","","","","","IEEE","IEEE Conferences"
